,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4956,4956,0,0.5766,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",celiac keep strictly gluten free diet six year excite learn product eat taste texture bad become sick way always ingest gluten nana also make non gluten product clearly careful cross contamination concern ingest gluten keep strictly celiac diet strongly recommend avoid product also think company deceive customer many suffer celiac disease clearly label product danger health many would incline buy product
4957,4957,2,0.7876,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",flavor decent berry vanilla handle texture like mouthful sawdust disintegrates bite gluten free year much better product kid even eat
4958,4958,0,0.7287,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",like reviewer rarely eat cooky anaphylactic response wheat gluten therefore generally love cooky allergic exception taste mild fleeting texture like sand leave dry feel mouth purpose cooky good diet simply inedible blah
4959,4959,0,0.4984,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love nana cookie bar cooky think give try even though gluten make rice flour instead wheat flour look nice texture bit strange kind like eat really fine sand dry crumble slightest touch taste bad plus buying
4960,4960,0,0.4949,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",gross believe waste money give immediate migraine overwhelm artificial smell fragrance picky eater generally love cookie grateful exist omg immediately spit rinse mouth even snack love toddler like eat great time massage fine powder take almost effort mess waste money
4961,4961,0,0.865,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",gluten free household one family like child beg throw box away think afraid sneak one lunchbox cookie crumbles leave dry mess rice flour hardish chewy fruity bits mouth glass water nearby try hate leave bad review way better gluten free option throw box away pas another gluten free family know let form opinion
4962,4962,1,0.4773,"snack, love, bar, price, chip, find, buy, try, eat, would",disappointed unpleasant flavor dry texture nana chocolate munch cookie bar odd artificial almost chemical like taste cocoa powder even cover throw away entire box taste first bar
4963,4963,2,0.6293,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",taste like dry brownie invisible piece puff rice get stick teeth come better cookie bar
4964,4964,1,0.8273,"snack, love, bar, price, chip, find, buy, try, eat, would",crunchy love smoother nana like nana gluten lemon cookie ounce cooky pack nana gluten chocolate cookie ounce pack get idea hope coffee chocolate anymore problem great find
4965,4965,1,0.7693,"snack, love, bar, price, chip, find, buy, try, eat, would",product definitely good gluten free cooky try pamela
4966,4966,0,0.5887,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",know probably think vegan gluten free dream come true taste bar banana doubt able ignor texture long enough enjoy texture akin eat handful dirt dirt eat pro try chew keep think please think try local natural food market pick box first may want get favorite soymilk lot market yummy vegan bar try betty lous brand strawberry super good
4967,4967,0,0.6933,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",buy box waist people love could give bough rush bathroom read post look ingredient closer gluten free whole grain dextrin problem great may end reading later like idea bite try pamela love nana cooky hard eat whole cookie nana gluten lemon cookie ounce cooky pack nana gluten ginger cookie ounce package pack two serving plus texture soooo smooth easy coffee chocolate anymore green tea decaf need nana banana bar modify delete post bite hope pamela ginger work love lundberg eco farm honey nut rice cake ounce unit pack lundberg eco farm buttery caramel rice cake ounce unit pack lundberg eco farm brown rice cake salt free ounce unit pack
4968,4968,1,0.7342,"snack, love, bar, price, chip, find, buy, try, eat, would",careful even though list gluten free section gluten free
4969,4969,1,0.8118,"snack, love, bar, price, chip, find, buy, try, eat, would",eat product stomach ache follow hour toilet gluten intolerance celiac disease know exactly symptom mean somehow product contaminate gluten gluten free please spare pain suffer cooky worth tempt continue eat product even inform gluten free please keep fact mind eat gluten damage intestinal line keep eat gluten damage intestine get worse symptom continue eat gluten end malabsorption increase risk intestinal cancer lead sort problem include infertility autoimmune disorder oteoporosis word cheat diet worth eat nana product instead suggest buy something like pamela chunky chocolate cooky one favorite
4970,4970,1,0.7804,"snack, love, bar, price, chip, find, buy, try, eat, would",bit disappointed crumble easily unusual texture son like
4971,4971,2,0.5617,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",think ever eaten anything drier cookie bar ever life taste okay choke even coffee
4972,4972,0,0.8437,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",device lid seal sure sell anything trashcan work well beer long transfer secondary right end fermentation
